Num Test                              Secs Status    Score    Remark
1154 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1155 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1156 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1157 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1158 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1159 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1160 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1161 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1162 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1163 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1164 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1165 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1166 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1167 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1168 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1169 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1170 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1171 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1172 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1173 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1174 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1175 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1176 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
1177 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1178 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1179 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1180 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1181 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1182 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1183 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1184 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1185 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
1186 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1187 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1188 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1189 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1190 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1191 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1192 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1193 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1194 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1195 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1196 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1197 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1198 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1199 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1200 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
1201 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1202 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1203 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1204 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1205 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1206 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1207 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1208 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1209 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1210 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1211 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1212 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1213 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1214 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1215 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1216 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1217 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1218 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1219 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1220 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1221 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1222 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
1223 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1224 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1225 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1226 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1227 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1228 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1229 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1230 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1231 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1232 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1233 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1234 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1235 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1236 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1237 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1238 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1239 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1240 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1241 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1242 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1243 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1244 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1245 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1246 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
1247 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1248 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1249 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1250 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1251 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1252 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1253 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1254 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1255 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1256 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1257 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1258 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1259 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1260 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1261 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1262 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1263 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1264 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1265 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1266 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1267 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1268 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1269 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
1270 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1271 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1272 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1273 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1274 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1275 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1276 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1277 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1278 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1279 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1280 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1281 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1282 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1283 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1284 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1285 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1286 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1287 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1288 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1289 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1290 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1291 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1292 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1293 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1294 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
1295 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1296 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1297 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1298 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1299 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1300 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1301 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1302 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1303 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1304 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1305 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1306 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1307 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1308 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1309 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1310 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1311 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1312 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1313 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1314 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1315 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1316 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1317 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1318 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1319 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1320 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
1321 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1322 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1323 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1324 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1325 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1326 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1327 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1328 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1329 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1330 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1331 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1332 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1333 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1334 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1335 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1336 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1337 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1338 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1339 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1340 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1341 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1342 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1343 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1344 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
1345 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1346 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1347 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1348 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1349 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1350 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1351 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1352 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1353 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1354 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1355 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1356 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1357 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1358 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1359 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1360 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1361 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1362 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1363 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1364 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1365 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1366 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1367 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1368 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1369 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1370 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1371 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1372 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
1373 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1374 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1375 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1376 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1377 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1378 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1379 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1380 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1381 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1382 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1383 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1384 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1385 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1386 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1387 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1388 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1389 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1390 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1391 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1392 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1393 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1394 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1395 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1396 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1397 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
1398 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1399 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1400 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1401 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1402 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1403 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1404 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1405 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1406 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1407 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1408 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1409 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1410 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1411 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1412 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1413 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1414 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1415 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1416 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1417 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1418 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1419 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1420 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1421 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1422 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1423 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
1424 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1425 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1426 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1427 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1428 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1429 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1430 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1431 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1432 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1433 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1434 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1435 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1436 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1437 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1438 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1439 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1440 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1441 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1442 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1443 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1444 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1445 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1446 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1447 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1448 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
1449 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
